상병코드,지역
N4592,서울
N47,서울
N481,서울
N4828,서울
N4849,서울
N488,서울
N492,서울
N498,서울
N5088,서울
N511,서울
N601,서울
N602,서울
N603,서울
N604,서울
N608,서울
N61,서울
N62,서울
N63,서울
N648,서울
N700,서울
N701,서울
N711,서울
N719,서울
N72,서울
N736,서울
N739,서울
N750,서울
N760,서울
N768,서울
N771,서울
N800,서울
N801,서울
N806,서울
N809,서울
N811,서울
N812,서울
N813,서울
N816,서울
N823,서울
N830,서울
N831,서울
N832,서울
N835,서울
N838,서울
N840,서울
N841,서울
N842,서울
N848,서울
N850,서울
N856,서울
N858,서울
N870,서울
N871,서울
N872,서울
N879,서울
N882,서울
N906,서울
N926,서울
N938,서울
N939,서울
N950,서울
N951,서울
N952,서울
N990,서울
N991,서울
N993,서울
N994,서울
N998,서울
O109,서울
Q138,서울
Q181,서울
Q2118,서울
Q230,서울
Q281,서울
Q282,서울
Q283,서울
Q402,서울
Q430,서울
Q451,서울
Q453,서울
Q612,서울
Q613,서울
Q658,서울
Q703,서울
Q748,서울
Q764,서울
Q828,서울
Q850,서울
Q859,서울
Q872,서울
Q8908,서울
Q8920,서울
R000,서울
R001,서울
R002,서울
R02,서울
R031,서울
R040,서울
R042,서울
R048,서울
R05,서울
R060,서울
R065,서울
R066,서울
R068,서울
R073,서울
R074,서울
R090,서울
R1012,서울
R1019,서울
R102,서울
R1049,서울
R111,서울
R112,서울
R113,서울
R13,서울
R14,서울
R15,서울
R161,서울
R17,서울
R18,서울
R190,서울
R194,서울
R201,서울
R202,서울
R203,서울
R21,서울
R220,서울
R221,서울
R222,서울
R223,서울
R224,서울
R229,서울
R232,서울
R233,서울
R234,서울
R238,서울
R251,서울
R258,서울
R262,서울
R268,서울
R270,서울
R298,서울
R300,서울
R310,서울
R311,서울
R318,서울
R32,서울
R33,서울
R34,서울
R350,서울
R351,서울
R352,서울
R358,서울
R39,서울
R391,서울
R392,서울
R398,서울
R401,서울
R410,서울
R418,서울
R42,서울
R438,서울
R440,서울
R441,서울
R448,서울
R470,서울
R471,서울
R478,서울
R490,서울
R502,서울
R509,서울
R51,서울
R520,서울
R521,서울
R522,서울
R529,서울
R53,서울
R550,서울
R558,서울
R568,서울
R570,서울
R571,서울
R572,서울
R579,서울
R590,서울
R591,서울
R599,서울
R600,서울
R601,서울
R609,서울
R630,서울
R634,서울
R638,서울
R64,서울
R651,서울
R69,서울
R71,서울
R730,서울
R739,서울
R7680,서울
R7688,서울
R798,서울
R808,서울
R876,서울
R877,서울
R896,서울
R900,서울
R91,서울
R930,서울
R931,서울
R933,서울
R935,서울
R937,서울
R938,서울
R942,서울
R943,서울
R944,서울
R945,서울
S0004,서울
S0008,서울
S001,서울
S0028,서울
S0084,서울
S0088,서울
S010,서울
S011,서울
S0136,서울
S0150,서울
S018,서울
S0200,서울
S02180,서울
S0220,서울
S0230,서울
S02470,서울
S02480,서울
S02490,서울
S0255,서울
S0259,서울
S02780,서울
S02840,서울
S0500,서울
S0501,서울
S051,서울
S056,서울
S058,서울
S0600,서울
S0610,서울
S0620,서울
S0640,서울
S065,서울
S0650,서울
S0651,서울
S0660,서울
S0680,서울
S099,서울
S1210,서울
S1220,서울
S1270,서울
S1280,서울
S1290,서울
S134,서울
S136,서울
S141,서울
S143,서울
S2020,서울
S2021,서울
S22020,서울
S22040,서울
S22050,서울
S22060,서울
S22070,서울
S22090,서울
S2210,서울
S2220,서울
S22330,서울
S22430,서울
S22440,서울
S22450,서울
S22490,서울
S27009,서울
S27101,서울
S27105,서울
S27109,서울
S27201,서울
S27205,서울
S27800,서울
S27804,서울
S311,서울
S32020,서울
S32030,서울
S32040,서울
S32050,서울
S32060,서울
S32090,서울
S3210,서울
S3220,서울
S3230,서울
S3240,서울
S3250,서울
S3270,서울
S32880,서울
S32890,서울
S3350,서울
S342,서울
S36004,서울
S36007,서울
S36100,서울
S36411,서울
S36500,서울
S36508,서울
S36606,서울
S36800,서울
S36907,서울
S37001,서울
S37207,서울
S37209,서울
S37301,서울
S37305,서울
S37308,서울
S400,서울
S42040,서울
S42090,서울
S42120,서울
S42140,서울
S42220,서울
S42230,서울
S42240,서울
S42280,서울
S42290,서울
S4230,서울
S42420,서울
S42450,서울
S42460,서울
S4280,서울
S4300,서울
S4309,서울
S431,서울
S434,서울
S4600,서울
S4608,서울
S4638,서울
S489,서울
S500,서울
S5080,서울
S518,서울
S519,서울
S52020,서울
S52030,서울
S52090,서울
S52120,서울
S52130,서울
S52190,서울
S52290,서울
S5240,서울
S52520,서울
S52530,서울
S52580,서울
S52590,서울
S5260,서울
S5290,서울
S5319,서울
S5348,서울
S602,서울
S617,서울
S618,서울
S6200,서울
S62230,서울
S62320,서울
S62330,서울
S62390,서울
S62620,서울
S62640,서울
S62690,서울
S6311,서울
S644,서울
S700,서울
S701,서울
S711,서울
S72060,서울
S72080,서울
S72090,서울
S72120,서울
S72190,서울
S7220,서울
S7230,서울
S72490,서울
S7290,서울
S7300,서울
S7309,서울
S781,서울
S800,서울
S818,서울
S8200,서울
S82120,서울
S82180,서울
S82220,서울
S82280,서울
S82320,서울
S82380,서울
S82490,서울
S8250,서울
S8260,서울
S82820,서울
S82830,서울
S82880,서울
S82881,서울
S8290,서울
S8320,서울
S8350,서울
S8352,서울
S836,서울
S837,서울
S8608,서울
S878,서울
S881,서울
S9080,서울
S910,서울
S911,서울
S9200,서울
S9230,서울
S9240,서울
S9250,서울
S9290,서울
S9311,서울
S932,서울
S9332,서울
S9348,서울
S9349,서울
S9680,서울
S971,서울
S999,서울
T009,서울
T080,서울
T093,서울
T140,서울
T141,서울
T150,서울
T1720,서울
T1721,서울
T1739,서울
T1748,서울
T1758,서울
T1791,서울
T1798,서울
T182,서울
T183,서울
T198,서울
T212,서울
T213,서울
T2420,서울
T2430,서울
T250,서울
T286,서울
T402,서울
T462,서울
T508,서울
T634,서울
T68,서울
T71,서울
T782,서울
T783,서울
T792,서울
T793,서울
T796,서울
T797,서울
T801,서울
T802,서울
T808,서울
T809,서울
T810,서울
T811,서울
T812,서울
T813,서울
T814,서울
T8158,서울
T817,서울
T8181,서울
T8188,서울
T820,서울
T821,서울
T823,서울
T824,서울
T825,서울
T827,서울
T828,서울
T830,서울
T831,서울
T832,서울
T834,서울
T835,서울
T836,서울
T838,서울
T840,서울
T841,서울
T842,서울
T844,서울
T845,서울
T846,서울
T847,서울
T848,서울
T849,서울
T852,서울
T853,서울
T855,서울
T856,서울
T857,서울
T858,서울
T859,서울
T873,서울
T874,서울
T876,서울
T887,서울
T903,서울
T905,서울
T911,서울
T912,서울
T913,서울
T914,서울
T915,서울
T918,서울
T928,서울
T958,서울
U821,서울
U822,서울
U8280,서울
U830,서울
U837,서울
U8430,서울
U847,서울
U99,서울
V021,서울
V031,서울
V041,서울
V092,서울
V114,서울
V134,서울
V170,서울
V180,서울
V184,서울
V189,서울
V193,서울
V194,서울
V196,서울
V230,서울
V235,서울
V280,서울
V293,서울
V426,서울
V435,서울
V440,서울
V480,서울
V484,서울
V499,서울
V545,서울
V546,서울
V589,서울
V784,서울
V807,서울
V814,서울
V840,서울
V845,서울
V889,서울
V99,서울
W000,서울
W004,서울
W010,서울
W011,서울
W012,서울
W013,서울
W014,서울
W015,서울
W017,서울
W018,서울
W019,서울
W024,서울
W050,서울
W052,서울
W054,서울
W059,서울
W060,서울
W061,서울
W062,서울
W070,서울
W072,서울
W078,서울
W079,서울
W080,서울
W088,서울
W100,서울
W102,서울
W104,서울
W105,서울
W108,서울
W109,서울
W110,서울
W115,서울
W116,서울
W117,서울
W119,서울
W130,서울
W139,서울
W148,서울
W149,서울
W177,서울
W178,서울
W179,서울
W18,서울
W180,서울
W181,서울
W182,서울
W183,서울
W184,서울
W187,서울
W188,서울
W189,서울
W190,서울
W192,서울
W198,서울
W199,서울
W200,서울
W219,서울
W220,서울
W222,서울
W224,서울
W225,서울
W229,서울
W230,서울
W232,서울
W236,서울
W239,서울
W250,서울
W2600,서울
W2686,서울
W2688,서울
W2689,서울
W270,서울
W287,서울
W299,서울
W307,서울
W316,서울
W409,서울
W440,서울
W442,서울
W446,서울
W449,서울
W450,서울
W490,서울
W492,서울
W499,서울
W502,서울
W503,서울
W512,서울
W529,서울
W540,서울
W642,서울
W649,서울
W792,서울
W802,서울
W809,서울
X092,서울
X161,서울
X164,서울
X185,서울
X190,서울
X239,서울
X490,서울
X500,서울
X501,서울
X509,서울
X5900,서울
X5902,서울
X5909,서울
X599,서울
X5999,서울
X690,서울
X702,서울
X802,서울
Y400,서울
Y401,서울
Y407,서울
Y408,서울
Y409,서울
Y411,서울
Y415,서울
Y418,서울
Y423,서울
Y425,서울
Y427,서울
Y430,서울
Y431,서울
Y433,서울
Y442,서울
Y444,서울
Y450,서울
Y451,서울
Y453,서울
Y459,서울
Y462,서울
Y471,서울
Y478,서울
Y482,서울
Y494,서울
Y498,서울
Y517,서울
Y522,서울
Y523,서울
Y526,서울
Y538,서울
Y544,서울
Y546,서울
Y548,서울
Y555,서울
Y560,서울
Y575,서울
Y576,서울
Y578,서울
Y579,서울
Y590,서울
Y593,서울
Y600,서울
Y604,서울
Y608,서울
Y610,서울
Y618,서울
Y658,서울
Y821,서울
Y831,서울
Y832,서울
Y833,서울
Y835,서울
Y836,서울
Y838,서울
Y840,서울
Y841,서울
Y842,서울
Y844,서울
Y846,서울
Y848,서울
Y850,서울
Y859,서울
Y86,서울
Y870,서울
Y881,서울
Y891,서울
Y899,서울
Y95,서울
Z000,서울
Z027,서울
Z030,서울
Z031,서울
Z032,서울
Z033,서울
Z035,서울
Z038,서울
Z039,서울
Z048,서울
Z049,서울
Z080,서울
Z081,서울
Z082,서울
Z087,서울
Z090,서울
Z098,서울
Z128,서울
Z21,서울
Z223,서울
Z238,서울
Z269,서울
Z301,서울
Z305,서울
Z430,서울
Z431,서울
Z432,서울
Z433,서울
Z434,서울
Z436,서울
Z448,서울
Z450,서울
Z451,서울
Z452,서울
Z453,서울
Z458,서울
Z462,서울
Z463,서울
Z466,서울
Z468,서울
Z469,서울
Z470,서울
Z4788,서울
Z480,서울
Z488,서울
Z490,서울
Z491,서울
Z492,서울
Z508,서울
Z509,서울
Z510,서울
Z511,서울
Z515,서울
Z519,서울
Z524,서울
Z530,서울
Z531,서울
Z532,서울
Z538,서울
Z539,서울
Z540,서울
Z544,서울
Z638,서울
Z719,서울
Z733,서울
Z821,서울
Z850,서울
Z851,서울
Z852,서울
Z853,서울
Z854,서울
Z855,서울
Z856,서울
Z857,서울
Z858,서울
Z860,서울
Z874,서울
Z890,서울
Z892,서울
Z893,서울
Z894,서울
Z895,서울
Z896,서울
Z898,서울
Z899,서울
Z900,서울
Z901,서울
Z902,서울
Z903,서울
Z904,서울
Z905,서울
Z906,서울
Z907,서울
Z908,서울
Z921,서울
Z930,서울
Z931,서울
Z932,서울
Z933,서울
Z934,서울
Z935,서울
Z936,서울
Z940,서울
Z944,서울
Z945,서울
Z947,서울
Z948,서울
Z950,서울
Z951,서울
Z952,서울
Z953,서울
Z954,서울
Z955,서울
Z958,서울
Z959,서울
Z960,서울
Z961,서울
Z9620,서울
Z9621,서울
Z9628,서울
Z963,서울
Z9663,서울
Z9664,서울
Z9665,서울
Z9669,서울
Z968,서울
Z970,서울
Z975,서울
Z982,서울
Z988,서울
Z9888,서울
A021,서울
A049,서울
A0838,서울
A1510,서울
A1551,서울
A1560,서울
A1600,서울
A1620,서울
A1650,서울
A170,서울
A329,서울
A363,서울
A421,서울
B0058,서울
B0059,서울
B027,서울
B028,서울
B178,서울
B189,서울
B202,서울
B259,서울
B338,서울
B355,서울
B3781,서울
B3782,서울
B3783,서울
B488,서울
B661,서울
B690,서울
B75,서울
B89,서울
B902,서울
B950,서울
B972,서울
B974,서울
C041,서울
C051,서울
C060,서울
C080,서울
C132,서울
C153,서울
C1619,서울
C163,서울
C171,서울
C18,서울
C181,서울
C210,서울
C211,서울
C223,서울
C380,서울
C384,서울
C400,서울
C419,서울
C432,서울
C442,서울
C459,서울
C481,서울
C491,서울
C494,서울
C531,서울
C669,서울
C671,서울
C678,서울
C680,서울
C712,서울
C715,서울
C741,서울
C750,서울
C760,서울
C800,서울
C811,서울
C840,서울
C844,서울
C847,서울
C913,서울
C918,서울
D017,서울
D031,서울
D0500,서울
D073,서울
D075,서울
D109,서울
D162,서울
D166,서울
D176,서울
D181,서울
D216,서울
D234,서울
D236,서울
D237,서울
D2490,서울
D280,서울
D3009,서울
D310,서울
D321,서울
D390,서울
D400,서울
D429,서울
D431,서울
D464,서울
D477,서울
D483,서울
D489,서울
D521,서울
D592,서울
D599,서울
D609,서울
D642,서울
D65,서울
D6930,서울
D738,서울
D763,서울
D861,서울
D862,서울
D890,서울
E031,서울
E062,서울
E078,서울
E1010,서울
E1028,서울
E1063,서울
E1064,서울
E1118,서울
E1228,서울
E1363,서울
E1418,서울
E1463,서울
E164,서울
E221,서울
E232,서울
E237,서울
E249,서울
E269,서울
E340,서울
E58,서울
E631,서울
E662,서울
E668,서울
E721,서울
E752,서울
E760,서울
E786,서울
E804,서울
E83,서울
E882,서울
E895,서울
F012,서울
F063,서울
F100,서울
F105,서울
F106,서울
F173,서울
F195,서울
F203,서울
F204,서울
F208,서울
F21,서울
F229,서울
F312,서울
F330,서울
F341,서울
F348,서울
F388,서울
F400,서울
F418,서울
F428,서울
F432,서울
F447,서울
F449,서울
F454,서울
F61,서울
F630,서울
F802,서울
G01,서울
G061,서울
G212,서울
G218,서울
G244,서울
G312,서울
G360,서울
G4011,서울
G4020,서울
G4031,서울
G4050,서울
G4051,서울
G410,서울
G418,서울
G431,서울
G433,서울
G438,서울
G441,서울
G443,서울
G468,서울
G472,서울
G519,서울
G542,서울
G561,서울
G568,서울
G570,서울
G572,서울
G573,서울
G5888,서울
G589,서울
G590,서울
G608,서울
G630,서울
G638,서울
G710,서울
G711,서울
G729,서울
G810,서울
G92,서울
G971,서울
G972,서울
H0001,서울
H0008,서울
H0204,서울
H023,서울
H0282,서울
H0409,서울
H0432,서울
H0455,서울
H049,서울
H051,서울
H052,서울
H058,서울
H101,서울
H1021,서울
H104,서울
H1188,서울
H1509,서울
H1588,서울
H1603,서울
H1606,서울
H1613,서울
H1618,서울
H1629,서울
H169,서울
H178,서울
H179,서울
H180,서울
H214,서울
H2610,서울
H2611,서울
H2680,서울
H2681,서울
H271,서울
H311,서울
H3301,서울
H332,서울
H3358,서울
H3503,서울
H3506,서울
H3549,서울
H3559,서울
H3572,서울
H4010,서울
H4012,서울
H428,서울
H442,서울
H447,서울
H5020,서울
H5222,서울
H5230,서울
H5349,서울
H535,서울
H570,서울
H571,서울
H578,서울
H579,서울
H6002,서울
H6059,서울
H6111,서울
H65480,서울
H6591,서울
H6640,서울
H8130,서울
H814,서울
H818,서울
H830,서울
H831,서울
H832,서울
H9180,서울
I062,서울
I110,서울
I130,서울
I1528,서울
I254,서울
I300,서울
I301,서울
I309,서울
I318,서울
I342,서울
I369,서울
I426,서울
I438,서울
I454,서울
I461,서울
I494,서울
I511,서울
I513,서울
I514,서울
I515,서울
I516,서울
I608,서울
I634,서울
I6353,서울
I64,서울
I664,서울
I725,서울
I730,서울
I740,서울
I7439,서울
I744,서울
I745,서울
I788,서울
I8500,서울
I861,서울
I878,서울
I881,서울
I889,서울
I958,서울
I970,서울
I979,서울
호흡계통의 질환(J00~J99),서울
J0100,서울
J041,서울
J108,서울
J121,서울
J172,서울
J321,서울
J323,서울
J340,서울
J359,서울
J399,서울
J410,서울
J438,서울
J4512,서울
J828,서울
J853,서울
J91,서울
J930,서울
J980,서울
J986,서울
J991,서울
K01173,서울
K021,서울
K025,서울
K042,서울
K0509,서울
K0529,서울
K0532,서울
K055,서울
K0601,서울
K0609,서울
K074,서울
K0766,서울
K0888,서울
K091,서울
K092,서울
K111,서울
K143,서울
K2530,서울
K280,서울
K284,서울
K287,서울
K316,서울
K4000,서울
K4041,서울
K431,서울
K433,서울
K435,서울
K450,서울
K460,서울
K469,서울
K5009,서울
K510,서울
K520,서울
K5521,서울
K5711,서울
K5750,서울
K5900,서울
K594,서울
K5981,서울
K5988,서울
K602,서울
K639,서울
K643,서울
K710,서울
K7421,서울
K7422,서울
K7449,서울
K7450,서울
K818,서울
K835,서울
K919,서울
L0211,서울
L0333,서울
L059,서울
L2088,서울
L230,서울
L250,서울
L290,서울
L408,서울
L439,서울
L448,서울
L500,서울
L506,서울
L531,서울
L568,서울
L590,서울
L601,서울
L608,서울
L662,서울
L738,서울
L819,서울
L88,서울
L920,서울
L980,서울
M0094,서울
M0538,서울
M0610,서울
M0634,서울
M06840,서울
M1003,서울
M1008,서울
M109,서울
M1091,서울
M1092,서울
M1123,서울
M1194,서울
M1236,서울
M1316,서울
M1382,서울
M1398,서울
M160,서울
M165,서울
M181,서울
M1902,서울
M1907,서울
M1909,서울
M1915,서울
M205,서울
M220,서울
M2309,서울
M2311,서울
M2322,서울
M2331,서울
M234,서울
M2398,서울
M2406,서울
M2413,서울
M2423,서울
M2451,서울
M2456,서울
M2459,서울
M2531,서울
M2555,서울
M2561,서울
M2569,서울
M2578,서울
M2581,서울
M2582,서울
M301,서울
M332,서울
M3520,서울
M4004,서울
M4019,서울
M4025,서울
M4322,서울
M4325,서울
M456,서울
M4602,서울
M4635,서울
M4646,서울
M4652,서울
M4655,서울
M4714,서울
M4719,서울
M478,서울
M4808,서울
M4886,서울
M4889,서울
M4906,서울
M495,서울
M518,서울
M5302,서울
M5322,서울
M5338,서울
M5383,서울
M5457,서울
M6008,서울
M6009,서울
M6015,서울
M6028,서울
M6191,서울
M6196,서울
M6268,서울
M6286,서울
M6514,서울
M6521,서울
M6523,서울
M6585,서울
M6586,서울
M6592,서울
M6597,서울
M6634,서울
M6748,서울
M6749,서울
M6794,서울
M6796,서울
M703,서울
M7081,서울
M7117,서울
M7155,서울
M7158,서울
M7188,서울
M7268,서울
M7269,서울
M72990,서울
M767,서울
M775,서울
M7791,서울
M791,서울
M7929,서울
M7939,서울
M7954,서울
M7958,서울
M7963,서울
M7978,서울
M7979,서울
M8050,서울
M8095,서울
M8145,서울
M8159,서울
M8181,서울
M8184,서울
M8192,서울
M8193,서울
M8194,서울
M8195,서울
M8197,서울
M8396,서울
M8409,서울
M8445,서울
M8449,서울
M8592,서울
M8606,서울
M8615,서울
M8634,서울
M8637,서울
M8639,서울
M8666,서울
M8668,서울
M8669,서울
M8728,서울
M8734,서울
M8798,서울
M8902,서울
M8938,서울
M911,서울
M940,서울
M9418,서울
M9495,서울
M950,서울
M954,서울
M960,서울
N009,서울
N021,서울
N022,서울
N038,서울
N040,서울
N042,서울
N046,서울
N051,서울
N052,서울
N055,서울
N080,서울
N118,서울
N130,서울
N13711,서울
N13721,서울
N209,서울
N251,서울
N26,서울
N322,서울
N323,서울
N324,서울
N340,서울
N358,서울
N4188,서울
N420,서울
N434,서울
N4591,서울
N485,서울
N490,서울
N499,서울
N709,서울
N803,서울
N843,서울
N857,서울
N888,서울
N895,서울
N898,서울
N910,서울
N920,서울
O02,서울
O10,서울
O34,서울
O82,서울
O99,서울
Q141,서울
Q231,서울
Q240,서울
Q245,서울
Q288,서울
Q310,서울
Q396,서울
Q531,서울
Q549,서울
Q619,서울
Q631,서울
Q644,서울
Q669,서울
Q791,서울
Q798,서울
Q893,서울
R008,서울
R0988,서울
R1030,서울
R1039,서울
R10409,서울
R12,서울
R162,서울
R208,서울
R230,서울
R252,서울
R309,서울
R413,서울
R430,서울
R431,서울
R454,서울
R578,서울
R58,서울
R619,서울
R631,서울
R632,서울
R682,서울
R688,서울
R748,서울
R75,서울
R770,서울
R897,서울
R932,서울
R934,서울
S0000,서울
S0022,서울
S0058,서울
S0094,서울
S0120,서울
S0140,서울
S0153,서울
S0159,서울
S02130,서울
S0253,서울
S0257,서울
S052,서울
S053,서울
S0630,서울
S098,서울
S130,서울
S1315,서울
S1319,서울
S22030,서울
S2207,서울
S22320,서울
S22420,서울
S27005,서울
S27608,서울
S27805,서울
S297,서울
S300,서울
S301,서울
S302,서울
S3088,서울
S313,서울
S314,서울
S341,서울
S3511,서울
S3531,서울
S3581,서울
S36408,서울
S36604,서울
S36904,서울
S37005,서울
S37109,서울
S37208,서울
S42050,서울
S42190,서울
S42440,서울
S42490,서울
S52521,서울
S5280,서울
S5340,서울
S610,서울
S62220,서울
S62530,서울
S62641,서울
S62670,서울
S634,서울
S6359,서울
S6368,서울
S697,서울
S709,서울
S72440,서울
S7280,서울
S7608,서울
S789,서울
S801,서울
S82281,서울
S82420,서울
S8321,서울
S8322,서울
S8341,서울
S889,서울
S900,서울
S901,서울
S9083,서울
S9339,서울
S935,서울
S936,서울
S978,서울
T039,서울
T090,서울
T110,서울
T1741,서울
T1781,서울
T181,서울
T210,서울
T240,서울
T2401,서울
T252,서울
T253,서울
T366,서울
T368,서울
T424,서울
T426,서울
T427,서울
T450,서울
T455,서울
T504,서울
T509,서울
T55,서울
T630,서울
T658,서울
T670,서울
T8182,서울
T819,서울
T826,서울
T833,서울
T860,서울
T861,서울
T875,서울
T882,서울
T886,서울
T888,서울
T910,서울
T931,서울
T951,서울
T953,서울
U071,서울
U089,서울
U820,서울
U8281,서울
U831,서울
V091,서울
V110,서울
V130,서울
V144,서울
V182,서울
V224,서울
V234,서울
V284,서울
V485,서울
V491,서울
V494,서울
W008,서울
W016,서울
W030,서울
W071,서울
W090,서울
W091,서울
W092,서울
W093,서울
W099,서울
W101,서울
W106,서울
W120,서울
W129,서울
W133,서울
W137,서울
W138,서울
W140,서울
W158,서울
W176,서울
W185,서울
W191,서울
W205,서울
W206,서울
W209,서울
W213,서울
W226,서울
W227,서울
W259,서울
W2680,서울
W296,서울
W312,서울
W504,서울
W505,서울
W519,서울
W579,서울
W790,서울
W791,서울
X025,서울
X110,서울
X152,서울
X160,서울
X162,서울
X409,서울
X440,서울
X442,서울
X502,서울
X5990,서울
X5992,서울
X610,서울
X615,서울
X640,서울
X790,서울
X832,서울
Y040,서울
Y290,서울
Y403,서울
Y413,서울
Y414,서울
Y420,서울
Y421,서울
Y422,서울
Y428,서울
Y434,서울
Y440,서울
Y455,서울
Y467,서울
Y479,서울
Y491,서울
Y495,서울
Y518,서울
Y520,서울
Y521,서울
Y525,서울
Y529,서울
Y541,서울
Y545,서울
Y557,서울
Y565,서울
Y598,서울
Y601,서울
Y606,서울
Y629,서울
Y635,서울
Y830,서울
Y834,서울
Y839,서울
Y845,서울
Y847,서울
Y849,서울
Y871,서울
Y883,서울
Z005,서울
Z034,서울
Z115,서울
Z120,서울
Z208,서울
Z258,서울
Z290,서울
Z358,서울
Z360,서울
Z3702,서울
Z380,서울
Z435,서울
Z478,서울
Z479,서울
Z501,서울
Z512,서울
Z548,서울
Z800,서울
Z801,서울
Z809,서울
Z859,서울
Z922,서울
Z941,서울
Z9660,서울
Z9668,서울
Z972,서울
Z974,서울
Z978,서울
Z9881,서울
A1611,서울
A184,서울
A4020,서울
A418,서울
A492,서울
A510,서울
A539,서울
B0052,서울
B081,서울
B084,서울
B172,서울
B181,서울
B1819,서울
B250,서울
B302,서울
B308,서울
B309,서울
B360,서울
B372,서울
B484,서울
B485,서울
B873,서울
B908,서울
B966,서울
B967,서울
B9780,서울
B9788,서울
C031,서울
C1649,서울
C248,서울
C433,서울
C434,서울
C449,서울
C463,서울
C482,서울
C5030,서울
C519,서울
C530,서울
C542,서울
C673,서울
C749,서울
C755,서울
C761,서울
C7880,서울
C7881,서울
C7882,서울
C7888,서울
C7889,서울
C833,서울
C862,서울
C902,서울
C910,서울
C920,서울
C928,서울
C950,서울
D000,서울
D071,서울
D142,서울
D1640,서울
D1641,서울
D1729,서울
D210,서울
D219,서울
D222,서울
D3001,서울
D304,서울
D370,서울
D4100,서울
D4101,서울
D411,서울
D413,서울
D440,서울
D482,서울
D693,서울
D70,서울
E032,서울
E05,서울
E055,서울
E1022,서울
E1033,서울
E1101,서울
E1108,서울
E1410,서울
E1431,서울
E1432,서울
E1464,서울
E1471,서울
E561,서울
E725,서울
E7808,서울
E834,서울
F110,서울
F172,서울
F314,서울
F315,서울
F430,서울
F444,서울
F453,서울
F512,서울
F603,서울
F604,서울
F659,서울
G031,서울
G062,서울
G239,서울
G3188,서울
G372,서울
G4060,서울
G458,서울
G473,서울
G514,서울
G550,서울
G563,서울
G578,서울
G732,서울
G824,서울
G838,서울
G905,서울
G906,서울
G907,서울
G941,서울
G943,서울
H0201,서울
H0208,서울
H0211,서울
H0218,서울
H0240,서울
H0248,서울
H0283,서울
H0428,서울
H0438,서울
H059,서울
H1120,서울
H1143,서울
H131,서울
H1511,서울
H158,서울
H160,서울
H162,서울
H171,서울
H183,서울
H189,서울
H2008,서울
H201,서울
H2080,서울
H2088,서울
H211,서울
H212,서울
H2512,서울
H331,서울
H3338,서울
H335,서울
H350,서울
H354,서울
H3578,서울
H4021,서울
H408,서울
H430,서울
H458,서울
H470,서울
H498,서울
H500,서울
H501,서울
H5032,서울
H5051,서울
H521,서울
H523,서울
H531,서울
H534,서울
H538,서울
H542,서울
H588,서울
H601,서울
H6100,서울
H6188,서울
H65180,서울
H690,서울
H711,서울
H738,서울
H748,서울
H749,서울
H9309,서울
H932,서울
H938,서울
H950,서울
H958,서울
I052,서울
I058,서울
I082,서울
I101,서울
I1520,서울
I241,서울
I253,서울
I358,서울
I4220,서울
I4221,서울
I4280,서울
I4288,서울
I431,서울
I456,서울
I4890,서울
I4891,서울
I4988,서울
I5005,서울
I606,서울
I6318,서울
I6329,서울
I6332,서울
I658,서울
I659,서울
I669,서울
I674,서울
I70820,서울
I738,서울
I7782,서울
I7789,서울
I781,서울
I791,서울
I850,서울
I859,서울
I8649,서울
I99,서울
J028,서울
J171,서울
J205,서울
J2088,서울
J209,서울
J2188,서울
J22,서울
J303,서울
J353,서울
J393,서울
J431,서울
J45,서울
J4500,서울
J61,서울
J680,서울
J701,서울
J708,서울
J949,서울
K0044,서울
K0308,서울
K0318,서울
K036,서울
K0460,서울
K0469,서울
K0500,서울
K068,서울
K069,서울
K089,서울
K108,서울
K116,서울
K145,서울
K208,서울
K2500,서울
K2561,서울
K285,서울
K4030,서울
K412,서울
K588,서울
K590,서울
K600,서울
K604,서울
K612,서울
K635,서울
K662,서울
K740,서울
K7443,서울
K7444,서울
K7463,서울
K7464,서울
K7681,서울
K7688,서울
K778,서울
K820,서울
K8280,서울
K8288,서울
K8519,서울
K8582,서울
K8589,서울
K8590,서울
K8591,서울
K8599,서울
L0291,서울
L042,서울
L050,서울
L110,서울
L233,서울
L251,서울
L252,서울
L401,서울
L403,서울
L410,서울
L411,서울
L503,서울
L505,서울
L512,서울
L518,서울
L578,서울
L663,서울
L671,서울
L700,서울
L708,서울
L709,서울
L729,서울
L800,서울
L801,서울
L871,서울
L909,서울
L985,서울
L998,서울
M0006,서울
M05800,서울
M05860,서울
M0609,서울
M06909,서울
M06989,서울
M0699,서울
M0843,서울
M0846,서울
M0847,서울
M1001,서울
M1004,서울
M1186,서울
M1196,서울
M130,서울
M1900,서울
M1901,서울
M1903,서울
M2137,서울
M2157,서울
M2383,서울
M2388,서울
M2402,서울
M2462,서울
M2487,서울
M2533,서울
M2543,서울
M2554,서울
M2567,서울
M320,서울
M321,서울
M4022,서울
M4310,서울
M455,서울
M4657,서울
M4659,서울
M4682,서울
M4696,서울
M4785,서울
M4815,서울
M4857,서울
M4884,서울
M4958,서울
M503,서울
M508,서울
M5327,서울
M5329,서울
M6088,서울
M6255,서울
M6259,서울
M628,서울
M6503,서울
M6580,서울
M6581,서울
M6593,서울
M6598,서울
M6735,서울
M7101,서울
M7103,서울
M7106,서울
M7111,서울
M7794,서울
M79160,서울
M7933,서울
M7962,서울
M7984,서울
M8009,서울
M8055,서울
M8100,서울
M8105,서울
