코드그룹,년도,지역,구분,국비,사비,합계
B88,2023,서울,질병,1,1,2
B89,2020,서울,질병,0,1,1
B89,2021,서울,질병,0,1,1
B90,2019,광주,질병,1,1,2
B90,2019,대구,질병,5,0,5
B90,2019,대전,질병,0,2,2
B90,2019,서울,질병,7,7,14
B90,2020,광주,질병,1,1,2
B90,2020,대구,질병,1,2,3
B90,2020,서울,질병,3,5,8
B90,2020,인천,질병,1,0,1
B90,2021,광주,질병,0,2,2
B90,2021,서울,질병,14,15,29
B90,2022,서울,질병,6,11,17
B90,2023,부산,질병,1,0,1
B90,2023,서울,질병,5,3,8
B91,2019,대전,질병,0,1,1
B91,2019,서울,질병,0,1,1
B94,2020,대구,질병,1,0,1
B94,2021,대구,질병,2,0,2
B94,2022,대구,질병,2,0,2
B95,2019,광주,질병,1,0,1
B95,2019,대구,질병,8,20,28
B95,2019,서울,질병,183,138,321
B95,2020,대구,질병,28,1,29
B95,2020,대전,질병,0,1,1
B95,2020,서울,질병,197,143,340
B95,2021,광주,질병,1,0,1
B95,2021,대구,질병,5,21,26
B95,2021,서울,질병,133,97,230
B95,2022,대구,질병,27,4,31
B95,2022,서울,질병,175,151,326
B95,2023,광주,질병,1,0,1
B95,2023,대구,질병,9,14,23
B95,2023,서울,질병,214,127,341
B96,2019,광주,질병,0,3,3
B96,2019,대구,질병,66,92,158
B96,2019,대전,질병,0,1,1
B96,2019,서울,질병,391,324,715
B96,2020,대구,질병,54,28,82
B96,2020,서울,질병,426,400,826
B96,2021,대구,질병,30,42,72
B96,2021,서울,질병,249,198,447
B96,2022,대구,질병,51,30,81
B96,2022,서울,질병,259,280,539
B96,2023,대구,질병,64,60,124
B96,2023,서울,질병,378,365,743
B97,2020,서울,질병,1,1,2
B97,2021,서울,질병,0,3,3
B97,2022,서울,질병,1,0,1
B98,2019,대전,질병,2,0,2
B98,2019,서울,질병,12,21,33
B98,2020,대전,질병,1,0,1
B98,2020,서울,질병,18,20,38
B98,2021,대전,질병,6,0,6
B98,2021,서울,질병,2,11,13
B98,2022,서울,질병,11,8,19
B98,2023,대전,질병,1,0,1
B98,2023,서울,질병,13,22,35
B99,2020,대전,질병,1,0,1
B99,2022,서울,질병,1,0,1
C00,2023,대전,질병,0,1,1
C00,2023,서울,질병,1,0,1
C01,2019,부산,질병,0,1,1
C01,2019,서울,질병,1,1,2
C01,2020,광주,질병,0,1,1
C01,2020,서울,질병,5,1,6
C01,2021,서울,질병,4,2,6
C01,2022,서울,질병,1,3,4
C01,2023,서울,질병,1,0,1
C02,2019,부산,질병,1,0,1
C02,2019,서울,질병,8,1,9
C02,2020,광주,질병,0,2,2
C02,2020,서울,질병,4,2,6
C02,2021,광주,질병,0,2,2
C02,2021,대구,질병,0,1,1
C02,2021,서울,질병,5,0,5
C02,2022,광주,질병,1,0,1
C02,2022,대구,질병,1,0,1
C02,2022,서울,질병,3,6,9
C02,2023,광주,질병,0,3,3
C02,2023,대구,질병,0,1,1
C02,2023,부산,질병,1,0,1
C02,2023,서울,질병,1,0,1
C03,2020,대전,질병,0,1,1
C03,2021,대전,질병,0,1,1
C03,2021,서울,질병,0,1,1
C03,2022,부산,질병,1,0,1
C03,2022,서울,질병,0,1,1
C04,2019,대구,질병,1,0,1
C04,2019,서울,질병,1,0,1
C04,2020,서울,질병,3,0,3
C04,2023,부산,질병,0,1,1
C04,2023,서울,질병,1,1,2
C05,2020,서울,질병,1,0,1
C05,2021,대전,질병,0,1,1
C05,2021,서울,질병,1,0,1
C05,2023,광주,질병,0,1,1
C05,2023,서울,질병,1,0,1
C06,2019,대구,질병,0,3,3
C06,2019,대전,질병,0,1,1
C06,2019,부산,질병,0,2,2
C06,2019,서울,질병,2,0,2
C06,2020,대전,질병,0,1,1
C06,2020,서울,질병,1,1,2
C06,2021,대구,질병,0,1,1
C06,2022,광주,질병,0,2,2
C06,2022,대구,질병,1,0,1
C06,2022,대전,질병,0,1,1
C06,2022,서울,질병,3,0,3
C06,2023,광주,질병,0,1,1
C06,2023,대전,질병,1,0,1
C06,2023,서울,질병,2,3,5
C07,2019,서울,질병,2,4,6
C07,2021,대구,질병,0,2,2
C07,2021,부산,질병,0,1,1
C07,2021,서울,질병,0,2,2
C07,2022,광주,질병,0,2,2
C07,2023,대구,질병,0,1,1
C07,2023,서울,질병,4,0,4
C08,2019,광주,질병,2,0,2
C08,2019,부산,질병,1,0,1
C08,2020,광주,질병,1,0,1
C08,2020,대구,질병,0,1,1
C08,2020,대전,질병,2,1,3
C08,2020,서울,질병,0,3,3
C08,2021,광주,질병,1,3,4
C08,2021,대구,질병,1,0,1
C08,2021,대전,질병,3,0,3
C08,2021,서울,질병,1,0,1
C08,2022,대전,질병,1,0,1
C08,2022,부산,질병,0,1,1
C08,2022,서울,질병,2,4,6
C08,2023,서울,질병,7,0,7
C09,2019,광주,질병,0,1,1
C09,2019,대구,질병,0,1,1
C09,2019,대전,질병,0,2,2
C09,2019,부산,질병,1,0,1
C09,2019,서울,질병,10,6,16
C09,2020,대전,질병,0,1,1
C09,2020,서울,질병,8,5,13
C09,2021,서울,질병,3,2,5
C09,2022,부산,질병,1,0,1
C09,2022,서울,질병,9,6,15
C09,2023,대구,질병,0,1,1
C09,2023,서울,질병,1,4,5
C10,2019,대구,질병,1,0,1
C10,2019,부산,질병,0,2,2
C10,2019,서울,질병,2,2,4
C10,2020,광주,질병,0,1,1
C10,2020,대구,질병,1,0,1
C10,2020,서울,질병,4,3,7
C10,2021,광주,질병,0,1,1
C10,2021,서울,질병,2,0,2
C10,2022,대구,질병,2,1,3
C10,2022,부산,질병,1,0,1
C10,2023,광주,질병,0,1,1
C10,2023,대구,질병,0,1,1
C11,2019,부산,질병,1,0,1
C11,2019,서울,질병,3,3,6
C11,2020,대전,질병,0,1,1
C11,2020,서울,질병,1,1,2
C11,2021,광주,질병,0,1,1
C11,2021,대구,질병,0,1,1
C11,2021,부산,질병,1,0,1
C11,2021,서울,질병,2,1,3
C11,2022,광주,질병,0,2,2
C11,2022,대구,질병,1,0,1
C11,2022,서울,질병,1,1,2
C11,2023,대구,질병,0,1,1
C11,2023,서울,질병,2,4,6
C12,2019,대전,질병,1,0,1
C12,2019,서울,질병,6,2,8
C12,2020,대전,질병,1,0,1
C12,2020,서울,질병,4,0,4
C12,2021,서울,질병,8,1,9
C12,2022,대구,질병,2,0,2
C12,2022,서울,질병,5,0,5
C12,2023,대구,질병,0,1,1
C12,2023,서울,질병,2,1,3
C13,2019,광주,질병,1,2,3
C13,2019,부산,질병,0,1,1
C13,2019,서울,질병,10,2,12
C13,2020,광주,질병,2,0,2
C13,2020,서울,질병,9,4,13
C13,2021,광주,질병,7,0,7
C13,2021,대전,질병,1,1,2
C13,2021,부산,질병,0,1,1
C13,2021,서울,질병,5,5,10
C13,2022,광주,질병,2,1,3
C13,2022,부산,질병,0,1,1
C13,2022,서울,질병,3,1,4
C13,2023,광주,질병,2,3,5
C13,2023,대구,질병,2,0,2
C13,2023,대전,질병,0,1,1
C13,2023,서울,질병,1,1,2
C14,2019,부산,질병,0,1,1
C14,2019,서울,질병,1,0,1
C14,2021,광주,질병,0,1,1
C14,2021,부산,질병,0,1,1
C14,2021,서울,질병,2,0,2
C14,2022,부산,질병,0,1,1
C14,2022,서울,질병,2,0,2
C15,2019,광주,질병,4,5,9
C15,2019,대구,질병,1,3,4
C15,2019,대전,질병,7,2,9
C15,2019,부산,질병,6,8,14
C15,2019,서울,질병,28,19,47
C15,2019,인천,질병,1,1,2
C15,2020,광주,질병,2,8,10
C15,2020,대구,질병,3,0,3
C15,2020,대전,질병,2,5,7
C15,2020,서울,질병,44,26,70
C15,2020,인천,질병,2,0,2
C15,2021,광주,질병,3,3,6
C15,2021,대구,질병,6,2,8
C15,2021,대전,질병,1,5,6
C15,2021,부산,질병,7,3,10
C15,2021,서울,질병,37,9,46
C15,2022,광주,질병,4,7,11
C15,2022,대구,질병,4,2,6
C15,2022,대전,질병,0,7,7
C15,2022,부산,질병,3,4,7
C15,2022,서울,질병,56,18,74
C15,2022,인천,질병,0,1,1
C15,2023,광주,질병,2,7,9
C15,2023,대구,질병,3,6,9
C15,2023,대전,질병,6,2,8
C15,2023,부산,질병,1,0,1
C15,2023,서울,질병,32,15,47
C16,2019,광주,질병,95,45,140
C16,2019,대구,질병,20,28,48
C16,2019,대전,질병,51,54,105
C16,2019,부산,질병,45,36,81
C16,2019,서울,질병,190,119,309
C16,2019,인천,질병,6,2,8
C16,2020,광주,질병,68,53,121
C16,2020,대구,질병,17,29,46
C16,2020,대전,질병,30,34,64
C16,2020,서울,질병,161,124,285
C16,2020,인천,질병,1,0,1
C16,2021,광주,질병,56,64,120
C16,2021,대구,질병,27,26,53
C16,2021,대전,질병,53,49,102
C16,2021,부산,질병,55,29,84
C16,2021,서울,질병,165,109,274
C16,2021,인천,질병,7,6,13
C16,2022,광주,질병,47,43,90
C16,2022,대구,질병,33,21,54
C16,2022,대전,질병,30,37,67
C16,2022,부산,질병,74,23,97
C16,2022,서울,질병,184,124,308
C16,2022,인천,질병,1,0,1
C16,2023,광주,질병,24,65,89
C16,2023,대구,질병,14,22,36
C16,2023,대전,질병,21,41,62
C16,2023,부산,질병,66,16,82
C16,2023,서울,질병,191,118,309
C17,2019,대전,질병,0,1,1
C17,2019,부산,질병,2,2,4
C17,2019,서울,질병,8,4,12
C17,2020,광주,질병,0,2,2
C17,2020,대전,질병,0,1,1
C17,2020,서울,질병,9,5,14
C17,2021,광주,질병,4,4,8
C17,2021,대구,질병,2,1,3
C17,2021,대전,질병,4,1,5
C17,2021,부산,질병,1,3,4
C17,2021,서울,질병,6,1,7
C17,2022,광주,질병,2,2,4
C17,2022,대구,질병,1,0,1
C17,2022,대전,질병,0,4,4
C17,2022,서울,질병,5,4,9
C17,2023,광주,질병,7,2,9
C17,2023,대전,질병,0,3,3
C17,2023,서울,질병,7,2,9
C18,2019,광주,질병,51,45,96
C18,2019,대구,질병,4,18,22
C18,2019,대전,질병,35,34,69
C18,2019,부산,질병,54,20,74
C18,2019,서울,질병,274,130,404
C18,2019,인천,질병,3,4,7
C18,2020,광주,질병,71,65,136
C18,2020,대구,질병,3,10,13
C18,2020,대전,질병,64,53,117
C18,2020,서울,질병,239,184,423
C18,2020,인천,질병,1,4,5
C18,2021,광주,질병,77,47,124
C18,2021,대구,질병,4,20,24
C18,2021,대전,질병,47,42,89
C18,2021,부산,질병,46,16,62
C18,2021,서울,질병,234,106,340
C18,2021,인천,질병,3,3,6
C18,2022,광주,질병,59,33,92
C18,2022,대구,질병,12,18,30
C18,2022,대전,질병,34,43,77
C18,2022,부산,질병,17,18,35
C18,2022,서울,질병,115,120,235
C18,2022,인천,질병,1,2,3
C18,2023,광주,질병,47,37,84
C18,2023,대구,질병,4,12,16
C18,2023,대전,질병,31,48,79
C18,2023,부산,질병,32,22,54
C18,2023,서울,질병,168,173,341
C18,2023,인천,질병,2,1,3
C19,2019,광주,질병,3,5,8
C19,2019,대구,질병,0,4,4
C19,2019,대전,질병,3,2,5
C19,2019,부산,질병,9,0,9
C19,2019,서울,질병,11,14,25
C19,2019,인천,질병,1,0,1
C19,2020,광주,질병,1,3,4
C19,2020,대전,질병,6,2,8
C19,2020,서울,질병,25,20,45
C19,2021,광주,질병,0,2,2
C19,2021,대구,질병,0,3,3
C19,2021,대전,질병,1,6,7
C19,2021,부산,질병,15,4,19
C19,2021,서울,질병,43,5,48
C19,2021,인천,질병,0,1,1
C19,2022,광주,질병,1,7,8
C19,2022,대구,질병,5,0,5
C19,2022,대전,질병,3,6,9
C19,2022,부산,질병,5,3,8
C19,2022,서울,질병,12,17,29
C19,2023,광주,질병,1,4,5
C19,2023,대구,질병,2,1,3
C19,2023,대전,질병,5,8,13
C19,2023,부산,질병,16,3,19
C19,2023,서울,질병,19,22,41
C20,2019,광주,질병,42,13,55
C20,2019,대구,질병,7,6,13
C20,2019,대전,질병,5,7,12
C20,2019,부산,질병,19,13,32
C20,2019,서울,질병,162,154,316
C20,2019,인천,질병,1,1,2
C20,2020,광주,질병,47,17,64
C20,2020,대구,질병,5,2,7
C20,2020,대전,질병,7,4,11
C20,2020,서울,질병,122,131,253
C20,2021,광주,질병,29,14,43
C20,2021,대구,질병,4,3,7
C20,2021,대전,질병,14,14,28
C20,2021,부산,질병,21,13,34
C20,2021,서울,질병,123,92,215
C20,2022,광주,질병,29,14,43
C20,2022,대구,질병,4,6,10
C20,2022,대전,질병,4,9,13
C20,2022,부산,질병,11,4,15
C20,2022,서울,질병,97,53,150
C20,2023,광주,질병,28,12,40
C20,2023,대구,질병,6,11,17
C20,2023,대전,질병,13,6,19
C20,2023,부산,질병,21,7,28
C20,2023,서울,질병,100,44,144
C21,2019,광주,질병,0,1,1
C21,2019,대전,질병,1,1,2
C21,2019,서울,질병,0,1,1
C21,2020,서울,질병,1,3,4
C21,2021,대전,질병,1,0,1
C21,2021,서울,질병,0,1,1
C21,2022,광주,질병,0,3,3
C21,2022,서울,질병,2,0,2
C21,2023,광주,질병,1,2,3
C22,2019,광주,질병,58,72,130
C22,2019,대구,질병,27,22,49
C22,2019,대전,질병,26,24,50
C22,2019,부산,질병,40,37,77
C22,2019,서울,질병,305,116,421
C22,2019,인천,질병,2,3,5
C22,2020,광주,질병,80,61,141
C22,2020,대구,질병,34,28,62
C22,2020,대전,질병,19,19,38
C22,2020,서울,질병,296,122,418
C22,2020,인천,질병,1,1,2
C22,2021,광주,질병,54,42,96
C22,2021,대구,질병,18,19,37
C22,2021,대전,질병,28,27,55
C22,2021,부산,질병,41,19,60
C22,2021,서울,질병,252,86,338
C22,2021,인천,질병,0,8,8
C22,2022,광주,질병,49,32,81
C22,2022,대구,질병,35,23,58
C22,2022,대전,질병,25,14,39
C22,2022,부산,질병,26,14,40
C22,2022,서울,질병,240,112,352
C22,2022,인천,질병,0,3,3
C22,2023,광주,질병,59,66,125
C22,2023,대구,질병,16,22,38
C22,2023,대전,질병,12,22,34
C22,2023,부산,질병,45,15,60
C22,2023,서울,질병,208,92,300
C22,2023,인천,질병,0,1,1
C23,2019,광주,질병,9,6,15
C23,2019,대구,질병,1,3,4
C23,2019,대전,질병,1,7,8
C23,2019,부산,질병,0,5,5
C23,2019,서울,질병,15,25,40
C23,2019,인천,질병,0,1,1
C23,2020,광주,질병,7,10,17
C23,2020,대구,질병,1,4,5
C23,2020,대전,질병,3,4,7
C23,2020,서울,질병,21,12,33
C23,2020,인천,질병,0,1,1
C23,2021,광주,질병,16,7,23
C23,2021,대구,질병,2,11,13
C23,2021,대전,질병,3,9,12
C23,2021,부산,질병,2,9,11
C23,2021,서울,질병,26,15,41
C23,2022,광주,질병,7,9,16
C23,2022,대구,질병,4,4,8
C23,2022,대전,질병,3,9,12
C23,2022,부산,질병,3,2,5
C23,2022,서울,질병,10,5,15
C23,2023,광주,질병,6,24,30
C23,2023,대구,질병,0,6,6
C23,2023,대전,질병,0,13,13
C23,2023,부산,질병,1,4,5
C23,2023,서울,질병,5,13,18
C24,2019,광주,질병,7,5,12
C24,2019,대구,질병,8,6,14
C24,2019,대전,질병,3,4,7
C24,2019,부산,질병,9,9,18
C24,2019,서울,질병,53,35,88
C24,2020,광주,질병,5,14,19
C24,2020,대구,질병,3,8,11
C24,2020,대전,질병,7,5,12
C24,2020,서울,질병,53,55,108
C24,2020,인천,질병,0,1,1
C24,2021,광주,질병,6,4,10
C24,2021,대구,질병,4,2,6
C24,2021,대전,질병,2,4,6
C24,2021,부산,질병,11,6,17
C24,2021,서울,질병,54,21,75
C24,2022,광주,질병,4,7,11
C24,2022,대구,질병,8,5,13
C24,2022,대전,질병,6,6,12
C24,2022,부산,질병,9,6,15
C24,2022,서울,질병,62,8,70
C24,2023,광주,질병,6,8,14
C24,2023,대구,질병,3,12,15
C24,2023,대전,질병,0,4,4
C24,2023,부산,질병,11,5,16
C24,2023,서울,질병,47,27,74
C25,2019,광주,질병,26,24,50
C25,2019,대구,질병,12,17,29
C25,2019,대전,질병,4,20,24
C25,2019,부산,질병,7,21,28
C25,2019,서울,질병,76,74,150
C25,2019,인천,질병,14,0,14
C25,2020,광주,질병,39,57,96
C25,2020,대구,질병,10,16,26
C25,2020,대전,질병,10,15,25
C25,2020,서울,질병,94,43,137
C25,2020,인천,질병,2,0,2
C25,2021,광주,질병,25,24,49
C25,2021,대구,질병,13,14,27
C25,2021,대전,질병,6,17,23
C25,2021,부산,질병,6,21,27
C25,2021,서울,질병,71,50,121
C25,2021,인천,질병,6,0,6
C25,2022,광주,질병,37,20,57
C25,2022,대구,질병,7,12,19
C25,2022,대전,질병,13,31,44
C25,2022,부산,질병,10,14,24
C25,2022,서울,질병,60,50,110
C25,2022,인천,질병,0,2,2
C25,2023,광주,질병,50,42,92
C25,2023,대구,질병,14,25,39
C25,2023,대전,질병,8,45,53
C25,2023,부산,질병,8,14,22
C25,2023,서울,질병,112,90,202
C25,2023,인천,질병,0,1,1
C26,2019,부산,질병,0,5,5
C26,2019,인천,질병,0,1,1
C26,2021,광주,질병,0,1,1
C26,2023,광주,질병,0,1,1
C30,2019,광주,질병,0,1,1
C30,2019,서울,질병,2,1,3
C30,2020,광주,질병,1,1,2
C30,2020,서울,질병,1,0,1
C30,2021,서울,질병,1,1,2
C30,2022,대구,질병,1,0,1
C30,2022,서울,질병,1,0,1
C30,2023,서울,질병,5,1,6
C31,2019,광주,질병,0,2,2
C31,2019,대전,질병,0,1,1
C31,2019,서울,질병,4,0,4
C31,2020,광주,질병,0,2,2
C31,2020,서울,질병,1,0,1
C31,2023,광주,질병,0,1,1
C32,2019,광주,질병,1,0,1
C32,2019,대구,질병,5,0,5
C32,2019,대전,질병,0,1,1
C32,2019,서울,질병,22,4,26
C32,2020,광주,질병,0,2,2
C32,2020,대구,질병,4,0,4
C32,2020,대전,질병,0,1,1
C32,2020,서울,질병,19,10,29
C32,2021,광주,질병,4,0,4
C32,2021,대구,질병,2,1,3
C32,2021,대전,질병,2,1,3
C32,2021,부산,질병,2,0,2
C32,2021,서울,질병,30,13,43
C32,2022,대구,질병,2,0,2
C32,2022,부산,질병,2,1,3
C32,2022,서울,질병,10,8,18
C32,2023,광주,질병,0,2,2
C32,2023,대구,질병,1,1,2
C32,2023,대전,질병,0,1,1
C32,2023,서울,질병,14,5,19
C32,2023,인천,질병,2,0,2
C33,2019,서울,질병,1,0,1
C34,2019,광주,질병,89,81,170
C34,2019,대구,질병,62,34,96
C34,2019,대전,질병,33,45,78
C34,2019,부산,질병,26,33,59
C34,2019,서울,질병,564,301,865
C34,2019,인천,질병,1,6,7
C34,2020,광주,질병,62,104,166
C34,2020,대구,질병,37,34,71
C34,2020,대전,질병,24,29,53
C34,2020,서울,질병,408,240,648
C34,2020,인천,질병,8,1,9
C34,2021,광주,질병,42,71,113
C34,2021,대구,질병,32,51,83
C34,2021,대전,질병,23,43,66
C34,2021,부산,질병,36,35,71
C34,2021,서울,질병,372,179,551
C34,2021,인천,질병,3,3,6
C34,2022,광주,질병,32,56,88
C34,2022,대구,질병,56,37,93
C34,2022,대전,질병,22,39,61
C34,2022,부산,질병,32,37,69
C34,2022,서울,질병,435,243,678
C34,2022,인천,질병,7,3,10
C34,2023,광주,질병,28,51,79
C34,2023,대구,질병,42,45,87
C34,2023,대전,질병,39,36,75
C34,2023,부산,질병,30,32,62
C34,2023,서울,질병,598,251,849
C34,2023,인천,질병,3,5,8
C37,2019,광주,질병,0,1,1
C37,2019,대구,질병,2,0,2
C37,2019,부산,질병,1,0,1
C37,2019,서울,질병,15,0,15
C37,2020,서울,질병,10,2,12
C37,2021,광주,질병,0,2,2
C37,2021,대전,질병,2,0,2
C37,2021,서울,질병,4,5,9
C37,2022,대구,질병,1,0,1
C37,2022,대전,질병,1,1,2
C37,2022,서울,질병,6,1,7
C37,2023,대전,질병,0,1,1
C37,2023,서울,질병,4,1,5
C38,2019,광주,질병,0,1,1
C38,2019,대구,질병,1,0,1
C38,2019,서울,질병,1,0,1
C38,2020,광주,질병,0,1,1
C38,2020,대전,질병,1,0,1
C38,2020,서울,질병,1,1,2
C38,2021,대전,질병,0,2,2
C38,2021,부산,질병,1,0,1
C38,2022,광주,질병,0,2,2
C40,2019,대구,질병,2,0,2
C40,2019,서울,질병,1,1,2
C40,2020,대전,질병,0,1,1
C40,2020,서울,질병,0,3,3
C40,2021,대전,질병,0,1,1
C40,2022,광주,질병,0,1,1
C40,2022,서울,질병,0,1,1
C41,2019,광주,질병,1,0,1
C41,2019,서울,질병,2,2,4
C41,2020,대구,질병,0,2,2
C41,2020,대전,질병,0,1,1
C41,2020,서울,질병,0,1,1
C41,2021,대구,질병,1,0,1
C41,2021,대전,질병,0,2,2
C41,2021,부산,질병,0,1,1
C41,2022,서울,질병,0,1,1
C41,2022,인천,질병,0,1,1
C41,2023,대구,질병,0,1,1
C43,2019,광주,질병,0,3,3
C43,2019,대구,질병,1,1,2
C43,2019,대전,질병,0,2,2
C43,2019,서울,질병,4,4,8
C43,2020,광주,질병,0,2,2
C43,2020,대구,질병,0,2,2
C43,2020,대전,질병,0,1,1
C43,2020,서울,질병,7,1,8
C43,2021,광주,질병,0,2,2
C43,2021,대구,질병,0,3,3
C43,2021,대전,질병,0,1,1
C43,2021,서울,질병,3,1,4
C43,2022,광주,질병,0,3,3
C43,2022,서울,질병,4,0,4
C43,2023,광주,질병,1,1,2
C43,2023,대구,질병,0,1,1
C43,2023,서울,질병,10,1,11
C44,2019,대구,질병,4,1,5
C44,2019,대전,질병,0,3,3
C44,2019,부산,질병,0,1,1
C44,2019,서울,질병,14,9,23
C44,2020,광주,질병,0,1,1
C44,2020,대구,질병,0,2,2
C44,2020,대전,질병,1,0,1
C44,2020,서울,질병,12,8,20
C44,2021,대구,질병,1,1,2
C44,2021,대전,질병,1,2,3
C44,2021,서울,질병,8,5,13
C44,2021,인천,질병,1,0,1
C44,2022,광주,질병,0,1,1
C44,2022,대전,질병,2,3,5
C44,2022,부산,질병,0,1,1
C44,2022,서울,질병,11,1,12
C44,2023,광주,질병,1,1,2
C44,2023,대구,질병,1,3,4
C44,2023,대전,질병,1,1,2
C44,2023,부산,질병,0,1,1
C44,2023,서울,질병,18,4,22
C45,2019,광주,질병,1,1,2
C45,2019,부산,질병,1,1,2
C45,2019,서울,질병,2,2,4
C45,2020,광주,질병,0,1,1
C45,2020,대구,질병,1,1,2
C45,2020,서울,질병,1,1,2
C45,2021,광주,질병,1,0,1
C45,2022,서울,질병,11,2,13
C45,2023,광주,질병,0,1,1
C45,2023,대구,질병,0,2,2
C45,2023,부산,질병,0,1,1
C45,2023,서울,질병,4,2,6
C46,2019,대전,질병,0,1,1
C46,2019,부산,질병,0,1,1
C46,2019,서울,질병,1,0,1
C46,2020,대전,질병,0,1,1
C46,2020,서울,질병,2,0,2
C46,2021,서울,질병,8,0,8
C46,2022,서울,질병,3,0,3
C46,2023,서울,질병,3,0,3
C47,2019,부산,질병,0,1,1
C47,2019,서울,질병,1,0,1
C47,2021,서울,질병,2,0,2
C47,2022,광주,질병,0,1,1
C47,2022,대전,질병,0,1,1
C47,2022,부산,질병,0,1,1
C47,2022,서울,질병,2,0,2
C47,2023,광주,질병,0,1,1
C48,2019,광주,질병,1,0,1
C48,2019,서울,질병,3,0,3
C48,2020,광주,질병,0,4,4
C48,2020,대구,질병,1,0,1
C48,2020,서울,질병,0,1,1
C48,2020,인천,질병,0,1,1
C48,2021,광주,질병,0,2,2
C48,2021,대전,질병,1,1,2
C48,2021,서울,질병,2,4,6
C48,2022,광주,질병,0,1,1
C48,2022,대구,질병,2,0,2
C48,2022,대전,질병,0,3,3
C48,2022,서울,질병,5,1,6
C48,2023,대구,질병,0,2,2
C48,2023,대전,질병,0,3,3
C48,2023,서울,질병,3,3,6
C49,2019,광주,질병,3,1,4
C49,2019,대구,질병,3,1,4
C49,2019,대전,질병,1,2,3
C49,2019,서울,질병,25,12,37
C49,2020,광주,질병,4,6,10
C49,2020,대구,질병,1,1,2
C49,2020,서울,질병,8,11,19
C49,2021,광주,질병,3,5,8
C49,2021,대전,질병,1,0,1
C49,2021,부산,질병,1,0,1
C49,2021,서울,질병,8,4,12
C49,2022,광주,질병,0,1,1
C49,2022,대전,질병,1,0,1
C49,2022,부산,질병,3,3,6
C49,2022,서울,질병,6,4,10
C49,2023,광주,질병,0,2,2
C49,2023,대구,질병,0,2,2
C49,2023,대전,질병,0,3,3
C49,2023,부산,질병,2,0,2
C49,2023,서울,질병,6,8,14
C50,2019,광주,질병,1,10,11
C50,2019,대구,질병,0,3,3
C50,2019,대전,질병,0,2,2
C50,2019,부산,질병,0,5,5
C50,2019,서울,질병,2,46,48
C50,2020,광주,질병,0,17,17
C50,2020,대구,질병,0,4,4
C50,2020,대전,질병,0,6,6
C50,2020,서울,질병,0,53,53
C50,2021,광주,질병,0,8,8
C50,2021,대구,질병,0,5,5
C50,2021,대전,질병,0,1,1
C50,2021,부산,질병,1,3,4
C50,2021,서울,질병,1,50,51
C50,2022,광주,질병,0,8,8
C50,2022,대구,질병,3,0,3
C50,2022,대전,질병,0,10,10
C50,2022,부산,질병,0,4,4
C50,2022,서울,질병,1,46,47
C50,2023,광주,질병,0,5,5
C50,2023,대구,질병,0,4,4
C50,2023,대전,질병,0,9,9
C50,2023,부산,질병,0,3,3
C50,2023,서울,질병,5,71,76
C51,2021,서울,질병,0,5,5
C51,2022,서울,질병,0,2,2
C51,2023,서울,질병,0,1,1
C53,2019,광주,질병,0,2,2
C53,2019,대전,질병,0,3,3
C53,2019,서울,질병,0,11,11
C53,2020,광주,질병,0,2,2
C53,2020,대구,질병,0,2,2
C53,2020,대전,질병,0,2,2
C53,2020,서울,질병,0,5,5
C53,2021,광주,질병,0,2,2
C53,2021,대구,질병,0,3,3
C53,2021,대전,질병,0,3,3
C53,2021,부산,질병,0,2,2
C53,2021,서울,질병,0,4,4
C53,2022,광주,질병,0,4,4
